ID,Name,Birthday,His_car_year_production,Cars_color,Name_starts_from_J
14,KATIE HILL,"77.04.04, 12:00:00",2036,Pink,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2024,Cyan,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2037,Magenta,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2023,Turquoise,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2038,Lime,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2022,Indigo,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2039,Violet,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2021,Beige,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2040,Maroon,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2005,Gray,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2008,Silver,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1965,Red,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1972,Blue,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1985,Green,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1998,Black,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1969,White,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2002,Yellow,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1978,Orange,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1989,Purple,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1995,Brown,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1971,Pink,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1980,Cyan,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2007,Magenta,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1963,Turquoise,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1992,Lime,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2004,Indigo,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1967,Violet,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1990,Beige,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1976,Maroon,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1973,Gray,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1987,Silver,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2001,Red,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1979,Blue,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1997,Green,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1964,Black,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",2009,White,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1975,Yellow,FALSE
14,KATIE HILL,"77.04.04, 12:00:00",1982,Orange,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2010,Red,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2011,Green,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2012,Black,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2013,White,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2014,Yellow,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2015,Blue,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2016,Red,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2017,Green,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2018,Black,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2019,White,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2020,Yellow,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2021,Blue,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2022,Red,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2023,Green,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2024,Black,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2025,White,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2026,Yellow,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2027,Blue,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2028,Red,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2029,Green,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2030,Black,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2030,Black,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2031,Red,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2029,Blue,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2032,Silver,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2028,White,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2033,Green,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2027,Yellow,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2034,Orange,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2026,Purple,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2035,Gray,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2025,Brown,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2036,Pink,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2024,Cyan,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2037,Magenta,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2023,Turquoise,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2038,Lime,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2022,Indigo,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2039,Violet,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2021,Beige,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2040,Maroon,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2005,Gray,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2008,Silver,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1965,Red,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1972,Blue,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1985,Green,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1998,Black,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1969,White,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2002,Yellow,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1978,Orange,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1989,Purple,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1995,Brown,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1971,Pink,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1980,Cyan,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2007,Magenta,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1963,Turquoise,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1992,Lime,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2004,Indigo,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1967,Violet,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1990,Beige,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1976,Maroon,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1973,Gray,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1987,Silver,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2001,Red,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1979,Blue,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1997,Green,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1964,Black,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",2009,White,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1975,Yellow,FALSE
15,LOUIS ADAMS,"95.07.21, 12:00:00",1982,Orange,FALSE
16,MIA KING,"80.10.11, 12:00:00",2010,Red,FALSE
16,MIA KING,"80.10.11, 12:00:00",2011,Green,FALSE
16,MIA KING,"80.10.11, 12:00:00",2012,Black,FALSE
16,MIA KING,"80.10.11, 12:00:00",2013,White,FALSE
16,MIA KING,"80.10.11, 12:00:00",2014,Yellow,FALSE
16,MIA KING,"80.10.11, 12:00:00",2015,Blue,FALSE
16,MIA KING,"80.10.11, 12:00:00",2016,Red,FALSE
16,MIA KING,"80.10.11, 12:00:00",2017,Green,FALSE
16,MIA KING,"80.10.11, 12:00:00",2018,Black,FALSE
16,MIA KING,"80.10.11, 12:00:00",2019,White,FALSE
16,MIA KING,"80.10.11, 12:00:00",2020,Yellow,FALSE
16,MIA KING,"80.10.11, 12:00:00",2021,Blue,FALSE
16,MIA KING,"80.10.11, 12:00:00",2022,Red,FALSE
16,MIA KING,"80.10.11, 12:00:00",2023,Green,FALSE
16,MIA KING,"80.10.11, 12:00:00",2024,Black,FALSE
16,MIA KING,"80.10.11, 12:00:00",2025,White,FALSE
16,MIA KING,"80.10.11, 12:00:00",2026,Yellow,FALSE
16,MIA KING,"80.10.11, 12:00:00",2027,Blue,FALSE
16,MIA KING,"80.10.11, 12:00:00",2028,Red,FALSE
16,MIA KING,"80.10.11, 12:00:00",2029,Green,FALSE
16,MIA KING,"80.10.11, 12:00:00",2030,Black,FALSE
16,MIA KING,"80.10.11, 12:00:00",2030,Black,FALSE
16,MIA KING,"80.10.11, 12:00:00",2031,Red,FALSE
16,MIA KING,"80.10.11, 12:00:00",2029,Blue,FALSE
16,MIA KING,"80.10.11, 12:00:00",2032,Silver,FALSE
16,MIA KING,"80.10.11, 12:00:00",2028,White,FALSE
16,MIA KING,"80.10.11, 12:00:00",2033,Green,FALSE
16,MIA KING,"80.10.11, 12:00:00",2027,Yellow,FALSE
16,MIA KING,"80.10.11, 12:00:00",2034,Orange,FALSE
16,MIA KING,"80.10.11, 12:00:00",2026,Purple,FALSE
16,MIA KING,"80.10.11, 12:00:00",2035,Gray,FALSE
16,MIA KING,"80.10.11, 12:00:00",2025,Brown,FALSE
16,MIA KING,"80.10.11, 12:00:00",2036,Pink,FALSE
16,MIA KING,"80.10.11, 12:00:00",2024,Cyan,FALSE
16,MIA KING,"80.10.11, 12:00:00",2037,Magenta,FALSE
16,MIA KING,"80.10.11, 12:00:00",2023,Turquoise,FALSE
16,MIA KING,"80.10.11, 12:00:00",2038,Lime,FALSE
16,MIA KING,"80.10.11, 12:00:00",2022,Indigo,FALSE
16,MIA KING,"80.10.11, 12:00:00",2039,Violet,FALSE
16,MIA KING,"80.10.11, 12:00:00",2021,Beige,FALSE
16,MIA KING,"80.10.11, 12:00:00",2040,Maroon,FALSE
16,MIA KING,"80.10.11, 12:00:00",2005,Gray,FALSE
16,MIA KING,"80.10.11, 12:00:00",2008,Silver,FALSE
16,MIA KING,"80.10.11, 12:00:00",1965,Red,FALSE
16,MIA KING,"80.10.11, 12:00:00",1972,Blue,FALSE
16,MIA KING,"80.10.11, 12:00:00",1985,Green,FALSE
16,MIA KING,"80.10.11, 12:00:00",1998,Black,FALSE
16,MIA KING,"80.10.11, 12:00:00",1969,White,FALSE
16,MIA KING,"80.10.11, 12:00:00",2002,Yellow,FALSE
16,MIA KING,"80.10.11, 12:00:00",1978,Orange,FALSE
16,MIA KING,"80.10.11, 12:00:00",1989,Purple,FALSE
16,MIA KING,"80.10.11, 12:00:00",1995,Brown,FALSE
16,MIA KING,"80.10.11, 12:00:00",1971,Pink,FALSE
16,MIA KING,"80.10.11, 12:00:00",1980,Cyan,FALSE
16,MIA KING,"80.10.11, 12:00:00",2007,Magenta,FALSE
16,MIA KING,"80.10.11, 12:00:00",1963,Turquoise,FALSE
16,MIA KING,"80.10.11, 12:00:00",1992,Lime,FALSE
16,MIA KING,"80.10.11, 12:00:00",2004,Indigo,FALSE
16,MIA KING,"80.10.11, 12:00:00",1967,Violet,FALSE
16,MIA KING,"80.10.11, 12:00:00",1990,Beige,FALSE
16,MIA KING,"80.10.11, 12:00:00",1976,Maroon,FALSE
16,MIA KING,"80.10.11, 12:00:00",1973,Gray,FALSE
16,MIA KING,"80.10.11, 12:00:00",1987,Silver,FALSE
16,MIA KING,"80.10.11, 12:00:00",2001,Red,FALSE
16,MIA KING,"80.10.11, 12:00:00",1979,Blue,FALSE
16,MIA KING,"80.10.11, 12:00:00",1997,Green,FALSE
16,MIA KING,"80.10.11, 12:00:00",1964,Black,FALSE
16,MIA KING,"80.10.11, 12:00:00",2009,White,FALSE
16,MIA KING,"80.10.11, 12:00:00",1975,Yellow,FALSE
16,MIA KING,"80.10.11, 12:00:00",1982,Orange,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2010,Red,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2011,Green,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2012,Black,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2013,White,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2014,Yellow,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2015,Blue,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2016,Red,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2017,Green,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2018,Black,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2019,White,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2020,Yellow,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2021,Blue,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2022,Red,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2023,Green,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2024,Black,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2025,White,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2026,Yellow,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2027,Blue,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2028,Red,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2029,Green,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2030,Black,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2030,Black,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2031,Red,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2029,Blue,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2032,Silver,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2028,White,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2033,Green,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2027,Yellow,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2034,Orange,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2026,Purple,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2035,Gray,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2025,Brown,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2036,Pink,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2024,Cyan,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2037,Magenta,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2023,Turquoise,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2038,Lime,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2022,Indigo,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2039,Violet,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2021,Beige,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2040,Maroon,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2005,Gray,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2008,Silver,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1965,Red,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1972,Blue,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1985,Green,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1998,Black,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1969,White,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2002,Yellow,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1978,Orange,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1989,Purple,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1995,Brown,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1971,Pink,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1980,Cyan,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2007,Magenta,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1963,Turquoise,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1992,Lime,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2004,Indigo,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1967,Violet,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1990,Beige,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1976,Maroon,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1973,Gray,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1987,Silver,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2001,Red,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1979,Blue,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1997,Green,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1964,Black,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",2009,White,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1975,Yellow,FALSE
17,NATHAN COOPER,"85.12.30, 12:00:00",1982,Orange,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2010,Red,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2011,Green,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2012,Black,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2013,White,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2014,Yellow,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2015,Blue,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2016,Red,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2017,Green,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2018,Black,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2019,White,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2020,Yellow,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2021,Blue,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2022,Red,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2023,Green,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2024,Black,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2025,White,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2026,Yellow,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2027,Blue,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2028,Red,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2029,Green,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2030,Black,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2030,Black,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2031,Red,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2029,Blue,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2032,Silver,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2028,White,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2033,Green,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2027,Yellow,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2034,Orange,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2026,Purple,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2035,Gray,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2025,Brown,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2036,Pink,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2024,Cyan,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2037,Magenta,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2023,Turquoise,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2038,Lime,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2022,Indigo,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2039,Violet,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2021,Beige,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2040,Maroon,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2005,Gray,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2008,Silver,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1965,Red,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1972,Blue,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1985,Green,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1998,Black,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1969,White,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2002,Yellow,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1978,Orange,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1989,Purple,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1995,Brown,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1971,Pink,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1980,Cyan,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2007,Magenta,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1963,Turquoise,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1992,Lime,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2004,Indigo,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1967,Violet,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1990,Beige,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1976,Maroon,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1973,Gray,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1987,Silver,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2001,Red,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1979,Blue,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1997,Green,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1964,Black,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",2009,White,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1975,Yellow,FALSE
18,OLIVIA EVANS,"82.02.09, 12:00:00",1982,Orange,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2010,Red,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2011,Green,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2012,Black,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2013,White,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2014,Yellow,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2015,Blue,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2016,Red,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2017,Green,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2018,Black,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2019,White,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2020,Yellow,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2021,Blue,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2022,Red,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2023,Green,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2024,Black,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2025,White,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2026,Yellow,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2027,Blue,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2028,Red,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2029,Green,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2030,Black,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2030,Black,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2031,Red,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2029,Blue,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2032,Silver,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2028,White,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2033,Green,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2027,Yellow,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2034,Orange,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2026,Purple,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2035,Gray,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2025,Brown,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2036,Pink,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2024,Cyan,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2037,Magenta,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2023,Turquoise,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2038,Lime,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2022,Indigo,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2039,Violet,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2021,Beige,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2040,Maroon,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2005,Gray,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2008,Silver,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1965,Red,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1972,Blue,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1985,Green,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1998,Black,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1969,White,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2002,Yellow,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1978,Orange,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1989,Purple,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1995,Brown,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1971,Pink,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1980,Cyan,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2007,Magenta,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1963,Turquoise,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1992,Lime,FALSE
19,PETER WARD,"91.05.23, 12:00:00",2004,Indigo,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1967,Violet,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1990,Beige,FALSE
19,PETER WARD,"91.05.23, 12:00:00",1976,Maroon,FALSE
